Source;Post;ID ath;Data;type;like;comm;reposts;views
-37633522;-37633522;-37633522;1623056284;1;74;24;53;17024
-37923275;-37923275;-37923275;1622439005;1;9;5;0;1988
-38187378;-38187378;-38187378;1622539860;1;85;39;23;7962
-38576077;-38576077;-38576077;1622666378;1;116;6;13;6125
-38837377;-38837377;-38837377;1622539812;1;3;0;1;1015
-38837377;-38837377;-38837377;1622885408;1;3;1;1;835
-38837377;-38837377;-38837377;1623663007;1;1;2;1;950
-38837377;-38837377;-38837377;1623317407;1;9;0;5;926
-40749132;-40749132;-40749132;1622820645;1;0;0;0;28
-39169574;-39169574;-39169574;1622817031;1;0;0;1;366
-39169574;-39169574;-39169574;1622470322;1;2;0;0;497
-39169574;-39169574;-39169574;1623328175;1;8;12;4;1657
-39169574;-39169574;-39169574;1623763685;1;0;0;1;581
-39169574;-39169574;-39169574;1624353007;1;1;0;0;418
-39169574;-39169574;-39169574;1624284978;1;2;0;1;416
-39169574;-39169574;-39169574;1624955716;1;8;5;1;771
-39169574;-39169574;-39169574;1624805933;1;1;0;1;493
-39235439;-39235439;-39235439;1624003205;1;6;0;6;1744
-40011046;-40011046;-40011046;1624528545;1;5;0;0;505
-40174309;-40174309;-40174309;1624453016;1;0;0;0;30
-39235439;-39235439;-39235439;1623772572;1;15;0;16;3031
-39236499;-39236499;-39236499;1622826615;1;220;2;121;14066
-39349482;-39349482;-39349482;1624389900;1;23;216;12;9976
-39524614;-39524614;-39524614;1623598041;1;7;0;2;177
-39527385;-39527385;-39527385;1623598902;1;3;0;0;167
-39944404;-39944404;-39944404;1622941365;1;1;0;0;999
-35969665;-35969665;-35969665;1623932088;1;4;0;0;1339
-40254062;-40254062;-40254062;1623856320;1;1;0;0;204
39650540;-40316705;16542772;1623957052;0,5;5;0;0;0
39568943;-40316705;464621829;1623131342;0,5;0;0;0;0
39562751;-40316705;215768551;1623067500;0,5;0;0;0;0
39561378;-40316705;655398028;1623044809;0,5;0;0;0;0
39601670;-40316705;655336948;1623484354;0,5;4;0;0;0
39585751;-40316705;572362949;1623314904;0,5;0;0;0;0
39637703;-40316705;639027523;1623844685;0,5;0;0;0;0
39635279;-40316705;572362949;1623828467;0,5;1;0;0;0
39693274;-40316705;639027523;1624364422;0,5;0;0;0;0
39678823;-40316705;468049883;1624259501;0,5;0;0;0;0
39720776;-40316705;622376154;1624616514;0,5;1;0;0;0
-405719;-405719;-405719;1624375380;1;189;1;36;5925
28729478;28729478;28729478;1623496324;1;13;0;0;121
-40749132;-40749132;-40749132;1623773418;1;0;0;0;17
-40766972;-40766972;-40766972;1622753603;1;17;26;14;5277
-40766972;-40766972;-40766972;1622632800;1;214;41;78;25454
-41099545;-41099545;-41099545;1622570220;1;7;1;0;133
-42740601;-42740601;-42740601;1622740157;1;4;1;0;1290
-417060;-417060;-417060;1624095780;1;16;0;7;1196
-42430910;-42430910;-42430910;1622809155;1;0;0;0;66
194669;-42712457;427105103;1622816920;0,5;2;0;0;0
-42712457;-42712457;-42712457;1622809260;1;20;11;30;4625
-42712457;-42712457;-42712457;1623766800;1;253;5;32;7316
-45087434;-45087434;-45087434;1623878375;1;159;10;8;4506
33381672;-45087434;90322099;1539499461;0,5;0;0;0;0
-42740601;-42740601;-42740601;1623417540;1;126;12;19;6837
-42740601;-42740601;-42740601;1624441680;1;17;17;7;3469
-42916664;-42916664;-42916664;1622557143;1;0;0;0;12
-42970659;-42970659;-42970659;1622462412;1;42;20;16;5771
-42970659;-42970659;-42970659;1622883628;1;22;0;3;1921
-4325149;-4325149;-4325149;1622872864;1;7;1;6;5056
-43295476;-43295476;-43295476;1624883401;1;3;0;0;87
-43660281;-43660281;-43660281;1623612362;1;881;9;107;29681
-43660281;-43660281;-43660281;1624735562;1;528;4;37;17090
-43367229;-43367229;-43367229;1623312266;1;2;0;1;94
-43464775;-43464775;-43464775;1624294160;1;0;0;0;3
-43988;-43988;-43988;1622980805;1;7;0;3;1257
-4452700;-4452700;-4452700;1622809662;1;13;0;6;498
-44647041;-44647041;-44647041;1624698181;1;20;35;6;1559
-44986794;-44986794;-44986794;1623160833;1;25;0;2;725
-45764;-45764;-45764;1624645500;1;5;0;1;151
-48962172;-48962172;-48962172;1623070620;1;0;0;0;85
-4537617;-4537617;-4537617;1622898040;1;81;0;15;7862
-45385259;-45385259;-45385259;1624043820;1;4;0;0;478
-45764;-45764;-45764;1623087300;1;7;0;3;282
-45764;-45764;-45764;1623952560;1;1;0;2;149
-45764;-45764;-45764;1623868320;1;3;1;2;165
-45764;-45764;-45764;1624643340;1;6;0;1;111
-45764;-45764;-45764;1622827680;1;3;0;0;170
-45764;-45764;-45764;1622569320;1;1;0;1;130
-45764;-45764;-45764;1622828940;1;1;0;0;145
-57032926;-57032926;-57032926;1624839772;1;0;0;0;8
-46042333;-46042333;-46042333;1622548768;1;39;11;18;15195
-46083148;-46083148;-46083148;1622794560;1;2;0;0;147
-46261257;-46261257;-46261257;1624959820;1;16;1;1;939
199015;-47294072;64253770;1622971439;0,5;36;0;0;0
-47346727;-47346727;-47346727;1622989241;1;11;1;2;307
-46400395;-46400395;-46400395;1622443974;1;0;0;0;84
-47294072;-47294072;-47294072;1622970240;1;87;82;24;14263
199015;-47294072;262761627;1623136165;0,5;0;0;0;0
199015;-47294072;178917576;1623146404;0,5;1;0;0;0
199015;-47294072;171438512;1623101001;0,5;1;0;0;0
-47294072;-47294072;-47294072;1623009840;1;29;13;12;6227
199015;-47294072;59285142;1622973672;0,5;8;0;0;0
-54105543;-54105543;-54105543;1622905981;1;27;0;4;281
-48354431;-48354431;-48354431;1622696760;1;139;0;21;4832
-48354431;-48354431;-48354431;1623496822;1;416;10;46;10389
-48354431;-48354431;-48354431;1623914615;1;67;2;7;2831
-49593139;-49593139;-49593139;1623065700;1;70;30;17;7388
-49593139;-49593139;-49593139;1624458300;1;43;0;13;3263
-49679911;-49679911;-49679911;1622626663;1;20;1;4;2464
-49679911;-49679911;-49679911;1623508835;1;125;6;6;8654
2968928;-49684148;3376095;1622916739;0,5;76;0;0;0
-49684148;-49684148;-49684148;1622916002;1;232;72;107;38271
-52148619;-52148619;-52148619;1623404609;1;1;0;0;45
2968928;-49684148;205944110;1623093967;0,5;0;0;0;0
2968928;-49684148;60993;1623094703;0,5;0;0;0;0
-50042725;-50042725;-50042725;1624977253;1;6;0;0;558
-50218946;-50218946;-50218946;1624540707;1;4;0;2;304
-50579959;-50579959;-50579959;1622640186;1;1;0;0;50
-51479038;-51479038;-51479038;1622920620;1;14;0;7;156
-51572656;-51572656;-51572656;1622643000;1;1;0;0;57
-50896207;-50896207;-50896207;1624608888;1;1;0;0;32
-51071202;-51071202;-51071202;1623484809;1;107;5;23;13111
-51071202;-51071202;-51071202;1624830395;1;176;8;70;21769
-51071202;-51071202;-51071202;1624657836;1;270;10;34;15712
-50579959;-50579959;-50579959;1622653163;1;1;0;0;34
-50754171;-50754171;-50754171;1622628134;1;10;19;0;451
-51611763;-51611763;-51611763;1624383348;1;368;2;324;11068
-52002647;-52002647;-52002647;1624619847;1;0;0;0;7
-52002647;-52002647;-52002647;1622997421;1;0;0;0;16
-52046006;-52046006;-52046006;1624041151;1;1;1;0;910
-53289078;-53289078;-53289078;1624908867;1;2;1;8;1444
13067;-53289078;15392566;1624048598;0,5;0;0;0;0
-52527097;-52527097;-52527097;1624198200;1;3;0;0;193
-52620949;-52620949;-52620949;1622731024;1;73;0;16;2484
-53107811;-53107811;-53107811;1622820646;1;0;0;1;25
-53107811;-53107811;-53107811;1623773420;1;0;0;0;6
-53159866;-53159866;-53159866;1623149731;1;7;2;2;1619
-53285608;-53285608;-53285608;1623073432;1;3;0;0;94
-53289078;-53289078;-53289078;1623916804;1;9;4;23;2866
-56949756;-56949756;-56949756;1624734902;1;3;0;0;343
-53289078;-53289078;-53289078;1622707202;1;4;0;7;2598
13067;-53289078;71238;1623946481;0,5;0;0;0;0
13067;-53289078;476561602;1623937093;0,5;0;0;0;0
-53532448;-53532448;-53532448;1622820646;1;0;0;2;53
-53532448;-53532448;-53532448;1623773421;1;1;0;0;49
-53796617;-53796617;-53796617;1622621400;1;12;9;12;1009
-54012242;-54012242;-54012242;1623533400;1;87;3;9;3730
-54070250;-54070250;-54070250;1623151612;1;14;6;12;16004
-5544796;-5544796;-5544796;1624276806;1;58;0;35;7824
-5544796;-5544796;-5544796;1624960802;1;26;0;17;3040
-54358340;-54358340;-54358340;1624098376;1;27;0;0;776
-54378340;-54378340;-54378340;1623715800;1;27;4;7;1240
-54578951;-54578951;-54578951;1624280915;1;9;0;11;1613
-54662816;-54662816;-54662816;1623577093;1;0;0;1;154
-5544796;-5544796;-5544796;1622457000;1;27;0;14;2937
-5544796;-5544796;-5544796;1623148202;1;35;0;13;4305
-55837586;-55837586;-55837586;1624541247;1;8;0;6;2736
-56535880;-56535880;-56535880;1623780988;1;83;28;51;17680
-56568219;-56568219;-56568219;1622800628;1;6;1;1;171
-56621079;-56621079;-56621079;1623946500;1;0;0;0;6
-56785962;-56785962;-56785962;1624619772;1;46;3;27;6894
-58956;-58956;-58956;1624657618;1;211;7;41;11186
-57124281;-57124281;-57124281;1622444528;1;1;0;0;21
-57399559;-57399559;-57399559;1622797210;1;116;1;11;7782
-57415596;-57415596;-57415596;1624075920;1;193;7;8;2620
-57466174;-57466174;-57466174;1622556900;1;22;1;55;6076
-57466174;-57466174;-57466174;1622726100;1;10;4;33;6694
-57466174;-57466174;-57466174;1623566234;1;6;0;6;6286
-58956;-58956;-58956;1624693504;1;128;0;5;5844
-58977376;-58977376;-58977376;1624287600;1;85;1;23;1067
-57857323;-57857323;-57857323;1624955207;1;5;0;2;983
-57923129;-57923129;-57923129;1622662800;1;132;3;24;6571
-57967028;-57967028;-57967028;1623817213;1;8;8;0;1034
-58152315;-58152315;-58152315;1623945608;1;45;88;7;6451
-58225270;-58225270;-58225270;1622473449;1;0;0;0;10
-58225270;-58225270;-58225270;1623484556;1;0;0;0;11
-58956;-58956;-58956;1622527748;1;189;20;82;15230
-58956;-58956;-58956;1623162180;1;17;2;14;5602
-58225270;-58225270;-58225270;1624613476;1;0;0;0;6
-58956;-58956;-58956;1622660751;1;35;17;105;9063
-58956;-58956;-58956;1622613992;1;43;9;42;9761
-58956;-58956;-58956;1622822460;1;15;0;2;3345
265332;-58956;11512329;1622663540;0,5;9;0;0;0
265148;-58956;41385;1622633368;0,5;0;0;0;0
-58956;-58956;-58956;1622570820;1;183;4;12;7960
-58956;-58956;-58956;1622556133;1;58;19;87;12496
-58225270;-58225270;-58225270;1624274461;1;0;0;0;16
-58225270;-58225270;-58225270;1623742218;1;0;0;0;17
-58956;-58956;-58956;1623067260;1;67;41;34;16559
266009;-58956;962804;1622955830;0,5;19;0;0;0
-58956;-58956;-58956;1622954520;1;157;18;29;11150
-58956;-58956;-58956;1623675960;1;25;29;29;15973
-58956;-58956;-58956;1623441891;1;307;20;99;14339
-58956;-58956;-58956;1623820680;1;79;12;39;13681
-60191095;-60191095;-60191095;1623912073;1;20;1;5;2017
-62356431;-62356431;-62356431;1622564700;1;37;6;8;7235
-59165470;-59165470;-59165470;1622561018;1;0;0;0;45
-59567870;-59567870;-59567870;1623317403;1;4;0;4;2578
-59796939;-59796939;-59796939;1622558752;1;7;1;2;333
-59796939;-59796939;-59796939;1623761736;1;6;1;0;240
-59796939;-59796939;-59796939;1624103403;1;17;0;17;1057
-59940511;-59940511;-59940511;1622958921;1;0;0;0;25
-60191095;-60191095;-60191095;1622737667;1;31;0;3;2430
140595987;140595987;140595987;1622671292;1;11;0;0;164
-60659682;-60659682;-60659682;1622797440;1;3;4;5;4424
-60818857;-60818857;-60818857;1622823621;1;0;0;1;72
-60818857;-60818857;-60818857;1623776729;1;0;0;0;32
-60993553;-60993553;-60993553;1622549700;1;62;7;14;1876
-60993553;-60993553;-60993553;1623050100;1;16;0;3;810
-60993553;-60993553;-60993553;1622747700;1;27;13;5;970
-60993553;-60993553;-60993553;1623147300;1;22;3;2;590
575709;-61705454;77991908;1622736256;0,5;0;0;0;0
575709;-61705454;466168189;1622612251;0,5;11;0;0;0
-61705454;-61705454;-61705454;1622611202;1;821;32;373;64663
-61705454;-61705454;-61705454;1623070742;1;244;6;243;24617
-61990681;-61990681;-61990681;1624198653;1;2;0;0;58
-62010806;-62010806;-62010806;1623508694;1;0;0;0;30
-65275820;-65275820;-65275820;1622469609;1;0;1;0;161
-62356431;-62356431;-62356431;1623167400;1;23;21;1;5301
-62356431;-62356431;-62356431;1623137100;1;55;3;4;5982
366909;-62356431;1285664;1622471169;0,5;0;0;0;0
-6253;-6253;-6253;1622741100;1;23;11;7;4885
-62356431;-62356431;-62356431;1623486300;1;74;4;10;5650
-62356431;-62356431;-62356431;1624652700;1;882;14;42;19335
-6253;-6253;-6253;1623143100;1;22;0;6;1552
-6253;-6253;-6253;1623591600;1;38;3;12;4488
-62818420;-62818420;-62818420;1624991416;1;27;7;15;6607
-6253;-6253;-6253;1622622120;1;54;1;15;5738
-6253;-6253;-6253;1623535914;1;29;1;9;3103
-6253;-6253;-6253;1623884906;1;23;1;3;2219
-6253;-6253;-6253;1624654485;1;19;0;4;1355
-62675857;-62675857;-62675857;1622606760;1;40;12;2;5054
-62818420;-62818420;-62818420;1622656238;1;67;20;160;15193
348629;-62818420;107986026;1624990978;0,5;2;0;0;0
340097;-62818420;5878783;1622659619;0,5;7;0;0;0
340097;-62818420;199713866;1622658366;0,5;2;0;0;0
-62818420;-62818420;-62818420;1624986366;1;71;25;68;10744
-62818420;-62818420;-62818420;1622790900;1;363;20;54;17320
340097;-62818420;265230904;1622670290;0,5;9;0;0;0
340097;-62818420;479476382;1622661165;0,5;2;0;0;0
-62818420;-62818420;-62818420;1622660596;1;107;0;7;4952
340097;-62818420;155814048;1622657996;0,5;30;0;0;0
-62818420;-62818420;-62818420;1622563620;1;39;21;55;11053
-62818420;-62818420;-62818420;1622524500;1;487;41;137;24489
342873;-62818420;12255142;1623444354;0,5;6;0;0;0
-62818420;-62818420;-62818420;1623442213;1;248;23;71;11473
-62818420;-62818420;-62818420;1623755004;1;106;13;80;17250
-64875127;-64875127;-64875127;1624545413;1;0;0;0;6
-64224759;-64224759;-64224759;1622989928;1;0;0;0;8
-64282894;-64282894;-64282894;1622480793;1;1;0;1;13
-64361;-64361;-64361;1623581008;1;6;0;1;2832
-64834011;-64834011;-64834011;1623452245;1;5;0;1;463
-64852945;-64852945;-64852945;1623051172;1;74;12;34;5373
-66415094;-66415094;-66415094;1623438003;1;0;0;0;37
-64852945;-64852945;-64852945;1624621596;1;11;5;3;958
-62356431;-62356431;-62356431;1623684300;1;28;9;3;6837
-64997305;-64997305;-64997305;1622633175;1;14;0;6;2240
-64997305;-64997305;-64997305;1622567199;1;16;0;5;2924
-64997305;-64997305;-64997305;1622547801;1;74;0;56;12533
-64997305;-64997305;-64997305;1623082882;1;34;0;34;12350
-64997305;-64997305;-64997305;1623789221;1;153;0;78;11613
-64997305;-64997305;-64997305;1624347060;1;164;0;76;20048
-64997305;-64997305;-64997305;1624905881;1;205;0;183;20172
-6612849;-6612849;-6612849;1624465800;1;0;0;0;49
-65798945;-65798945;-65798945;1622823621;1;0;0;0;34
-65798945;-65798945;-65798945;1623776725;1;0;0;0;14
-65963468;-65963468;-65963468;1622907600;1;4;3;3;263
-66003863;-66003863;-66003863;1622445246;1;3;0;1;117
-66003863;-66003863;-66003863;1623006529;1;2;0;1;105
-66003863;-66003863;-66003863;1624180435;1;1;0;0;72
-66003863;-66003863;-66003863;1624905872;1;1;0;1;81
-6612849;-6612849;-6612849;1622835000;1;1;0;0;45
-97008051;-97008051;-97008051;1624955801;1;11;0;13;921
-65395224;-65395224;-65395224;1623002646;1;2;0;3;91
-66307155;-66307155;-66307155;1623017291;1;0;0;0;13
-66414544;-66414544;-66414544;1623139443;1;4;0;3;2337
-66414544;-66414544;-66414544;1622469824;1;3;0;1;2037
-66414544;-66414544;-66414544;1624367919;1;2;0;0;2609
14358;-67147810;993282;1623444151;0,5;3;0;0;0
-66894905;-66894905;-66894905;1623616200;1;111;1;22;5789
-66959790;-66959790;-66959790;1623461437;1;8;0;0;255
-66968724;-66968724;-66968724;1623146716;1;0;0;0;33
-67014734;-67014734;-67014734;1624177800;1;0;0;0;35
-67083068;-67083068;-67083068;1624539605;1;5;2;9;4093
-67147810;-67147810;-67147810;1623053884;1;83;17;21;16538
-70492123;-70492123;-70492123;1622448780;1;6;0;1;750
14358;-67147810;570705226;1624826172;0,5;0;0;0;0
-6726778;-6726778;-6726778;1623593058;1;13;10;6;4820
-69901342;-69901342;-69901342;1622531735;1;11;29;13;4281
-68658732;-68658732;-68658732;1624036686;1;27;1;7;2874
-68951973;-68951973;-68951973;1622551630;1;0;0;0;32
-68951973;-68951973;-68951973;1624620057;1;0;0;0;31
-69301880;-69301880;-69301880;1623166263;1;0;0;0;49
-70040002;-70040002;-70040002;1622553982;1;55;0;5;6759
-70149419;-70149419;-70149419;1623507495;1;0;0;0;57
-70149419;-70149419;-70149419;1624717098;1;0;0;0;30
-70331342;-70331342;-70331342;1622788369;1;1;2;0;2814
-70331342;-70331342;-70331342;1623874538;1;10;1;2;4345
-70492123;-70492123;-70492123;1622707930;1;10;0;2;1255
-71457484;-71457484;-71457484;1622811652;1;0;0;0;3
-75348244;-75348244;-75348244;1623573775;1;135;0;16;8968
-71533306;-71533306;-71533306;1622898194;1;5;3;3;2663
-70788654;-70788654;-70788654;1623689400;1;4;0;0;209
-71276251;-71276251;-71276251;1622811652;1;0;0;0;3
-71276251;-71276251;-71276251;1623771083;1;0;0;0;0
-71408760;-71408760;-71408760;1624863689;1;7;0;0;1063
-71438605;-71438605;-71438605;1623324600;1;5;2;1;2690
-71457453;-71457453;-71457453;1622811652;1;0;0;0;2
-71457453;-71457453;-71457453;1623771091;1;0;0;0;0
-71457484;-71457484;-71457484;1623771080;1;0;0;0;0
-88867;-88867;-88867;1624009774;1;12;0;5;5206
-71533306;-71533306;-71533306;1624044847;1;23;17;19;9774
-71738159;-71738159;-71738159;1622821222;1;1;0;0;35
-71738159;-71738159;-71738159;1623774037;1;1;0;0;21
-71946838;-71946838;-71946838;1624970711;1;4;0;1;209
-72530145;-72530145;-72530145;1624479729;1;7;1;3;364
-72865386;-72865386;-72865386;1624813202;1;7;0;1;46
-73435449;-73435449;-73435449;1624540024;1;6;2;1;118
-73446589;-73446589;-73446589;1623994202;1;12;1;2;1375
-73013298;-73013298;-73013298;1622898007;1;11;8;1;2574
2466325;-73013298;93480947;1623600506;0,5;0;0;0;0
2466325;-73013298;631701492;1623504847;0,5;3;0;0;0
-73013298;-73013298;-73013298;1623493801;1;86;120;3;5820
-73013298;-73013298;-73013298;1623461400;1;13;5;0;2693
-73109387;-73109387;-73109387;1622640840;1;36;0;5;2056
-73109387;-73109387;-73109387;1623690060;1;155;8;11;6519
-73163265;-73163265;-73163265;1622811603;1;10;0;1;480
-73332381;-73332381;-73332381;1623768701;1;58;0;56;6715
-85598404;-85598404;-85598404;1622817341;1;12;2;3;8347
2463008;-73013298;285655210;1622899332;0,5;2;0;0;0
447446;-73768898;152580352;1623572619;0,5;5;0;0;0
-74036766;-74036766;-74036766;1624210200;1;0;0;0;21
-74807131;-74807131;-74807131;1623991912;1;125;2;37;5197
-75026852;-75026852;-75026852;1623763620;1;35;20;9;4047
-75304126;-75304126;-75304126;1624969272;1;2;0;1;56
180218;-76027171;348528743;1622894262;0,5;0;0;0;0
53588;-75598918;8568205;1622439210;0,5;7;0;0;0
-75679763;-75679763;-75679763;1624533626;1;82;7;7;5551
-75950005;-75950005;-75950005;1622720117;1;1;0;1;279
-75950005;-75950005;-75950005;1622718660;1;11;0;0;385
-75950005;-75950005;-75950005;1622642880;1;4;0;0;232
-75950005;-75950005;-75950005;1622464825;1;4;0;2;385
-75950005;-75950005;-75950005;1623408909;1;0;0;0;164
-76027171;-76027171;-76027171;1622567939;1;18;8;3;43677
-76027171;-76027171;-76027171;1622892778;1;184;37;4;14166
-76027171;-76027171;-76027171;1624273020;1;448;5;27;12832
-7661182;-7661182;-7661182;1624447083;1;6;1;0;739
-76683597;-76683597;-76683597;1622564132;1;0;0;0;9
-76683597;-76683597;-76683597;1623053756;1;0;0;0;8
-77154564;-77154564;-77154564;1623044220;1;0;0;2;449
775163;-77266187;88529003;1622644992;0,5;0;0;0;0
-77550929;-77550929;-77550929;1622453746;1;2;0;0;59
-77969920;-77969920;-77969920;1622756430;1;29;16;23;9548
-78076790;-78076790;-78076790;1624621940;1;1;0;3;525
-78195421;-78195421;-78195421;1622486924;1;11;7;2;2347
426948;-78195421;217998482;1622487666;0,5;5;0;0;0
-78239825;-78239825;-78239825;1622923500;1;121;0;88;12638
-78239825;-78239825;-78239825;1624341900;1;121;0;91;12352
-77154564;-77154564;-77154564;1624291178;1;8;0;2;1639
-79200079;-79200079;-79200079;1622559792;1;25;83;53;9460
-79270439;-79270439;-79270439;1623766800;1;0;0;0;17
-79437260;-79437260;-79437260;1623574800;1;1;0;0;44
-79761919;-79761919;-79761919;1623523200;1;5;3;0;175
-79985551;-79985551;-79985551;1622884140;1;27;0;2;440
-82336179;-82336179;-82336179;1622567630;1;12;4;6;78778
-88867;-88867;-88867;1624084793;1;2;0;2;1928
-82558949;-82558949;-82558949;1624183927;1;8;0;2;62
-80166588;-80166588;-80166588;1622530982;1;11;0;6;867
-80519845;-80519845;-80519845;1622453400;1;5;0;1;243
-81090959;-81090959;-81090959;1624813500;1;17;5;8;1569
-81270851;-81270851;-81270851;1623415140;1;0;0;0;30
42430;-82336179;383258811;1622634676;0,5;0;0;0;0
-88867;-88867;-88867;1622654580;1;2;0;1;1294
-82336179;-82336179;-82336179;1622547089;1;27;19;2;14885
53588;-75598918;3459676;1622478014;0,5;0;0;0;0
-83043324;-83043324;-83043324;1623508456;1;0;0;0;37
-832259;-832259;-832259;1622635206;1;0;0;0;1533
-83579975;-83579975;-83579975;1624006800;1;18;2;26;3006
-85464346;-85464346;-85464346;1623135609;1;0;0;0;1234
-88349658;-88349658;-88349658;1622822169;1;1;0;0;45
-88418647;-88418647;-88418647;1622624438;1;57;0;10;5081
-86050841;-86050841;-86050841;1624095921;1;85;3;46;6327
-86050841;-86050841;-86050841;1622991381;1;18;0;8;5665
-868237;-868237;-868237;1622676797;1;1;48;3;1299
-86830203;-86830203;-86830203;1624617931;1;6;0;0;255
-87067968;-87067968;-87067968;1624701453;1;10;0;3;326
-87291318;-87291318;-87291318;1622462442;1;0;0;0;16
-72889389;-72889389;-72889389;1622750403;1;4;0;1;944
2450;-85598404;234370979;1624368918;0,5;0;0;0;0
387551;-88418647;64253770;1623581498;0,5;5;0;0;0
387551;-88418647;268446182;1623487505;0,5;8;0;0;0
-88418647;-88418647;-88418647;1623484688;1;671;19;132;33011
-88418647;-88418647;-88418647;1623914940;1;55;4;12;7256
-88447916;-88447916;-88447916;1623253226;1;0;0;0;7
-88557979;-88557979;-88557979;1623524511;1;31;0;4;629
-89458812;-89458812;-89458812;1623462614;1;0;0;0;343
-88867;-88867;-88867;1624535813;1;0;0;2;961
-89215008;-89215008;-89215008;1623087022;1;3;1;0;328
-89215008;-89215008;-89215008;1623073691;1;3;1;2;254
-89453312;-89453312;-89453312;1623462308;1;0;0;0;235
-89453785;-89453785;-89453785;1623101110;1;0;0;0;745
-89453785;-89453785;-89453785;1623065117;1;2;4;1;2310
-89453785;-89453785;-89453785;1624445722;1;0;3;0;846
-89458377;-89458377;-89458377;1623462020;1;0;0;0;506
-89460666;-89460666;-89460666;1623379214;1;0;0;0;30
-90450674;-90450674;-90450674;1624946406;1;41;0;5;1050
-90450674;-90450674;-90450674;1624860005;1;36;1;5;1144
-90450674;-90450674;-90450674;1624706331;1;69;6;19;1594
-90629108;-90629108;-90629108;1624547650;1;390;258;180;20143
-91073227;-91073227;-91073227;1622623070;1;10;0;1;2026
1200165;-91185437;648864499;1623610257;0,5;3;0;0;0
-93121209;-93121209;-93121209;1623044691;1;16;2;5;1511
-91778025;-91778025;-91778025;1623935520;1;6;0;2;2959
-91938908;-91938908;-91938908;1623330663;1;1;0;2;25
-92573739;-92573739;-92573739;1622982233;1;57;2;4;3261
-92670111;-92670111;-92670111;1624622589;1;4;0;0;362
53511;-93517409;41923392;1622967604;0,5;0;0;0;0
-93517409;-93517409;-93517409;1622712361;1;63;60;79;11748
-93689446;-93689446;-93689446;1622552762;1;262;1;22;10020
-94148636;-94148636;-94148636;1624688108;1;0;0;0;12
-943815;-943815;-943815;1623399484;1;4;0;1;712
221915;-99937252;253500939;1623866449;0,5;6;0;0;0
-943815;-943815;-943815;1624262902;1;3;0;0;399
-94366111;-94366111;-94366111;1623096120;1;170;8;17;7886
-94366111;-94366111;-94366111;1622952120;1;69;1;9;6384
-94366111;-94366111;-94366111;1624867321;1;275;44;104;22187
-94371599;-94371599;-94371599;1624044300;1;3;0;0;1209
-943815;-943815;-943815;1622453765;1;6;0;1;677
-943815;-943815;-943815;1623832498;1;3;0;1;421
-943815;-943815;-943815;1622545947;1;3;0;5;664
-943815;-943815;-943815;1622543614;1;3;0;0;498
-943815;-943815;-943815;1623928137;1;3;0;0;407
-95058090;-95058090;-95058090;1623343373;1;0;0;0;8
-954804;-954804;-954804;1623582614;1;9;0;3;600
-95651480;-95651480;-95651480;1623498846;1;2;0;1;98
-96426325;-96426325;-96426325;1622823621;1;0;0;0;21
-96426325;-96426325;-96426325;1623776727;1;0;0;0;9
-98157025;-98157025;-98157025;1623195029;1;0;0;0;74
-98550899;-98550899;-98550899;1623927605;1;2;0;0;264
-97173519;-97173519;-97173519;1623406380;1;80;3;10;11561
-97383820;-97383820;-97383820;1622551794;1;2;0;1;649
-97383820;-97383820;-97383820;1624619984;1;0;0;0;433
-97415328;-97415328;-97415328;1623258003;1;54;0;13;2680
-97753059;-97753059;-97753059;1622818984;1;89;11;10;5686
-98142630;-98142630;-98142630;1622426102;1;0;0;0;41
132005487;132005487;132005487;1622998590;1;172;34;19;2481
-97173519;-97173519;-97173519;1622558820;1;189;21;233;26809
-98948423;-98948423;-98948423;1624781003;1;2;0;2;1470
-99356812;-99356812;-99356812;1623916805;1;0;0;0;524
793371;-99493401;618711419;1623003832;0,5;0;0;0;0
-9980803;-9980803;-9980803;1624288207;1;63;24;6;7800
-99937252;-99937252;-99937252;1624811703;1;364;7;27;16301
-99937252;-99937252;-99937252;1623518665;1;589;37;64;28764
-99937252;-99937252;-99937252;1623864624;1;314;26;18;19289
223610;-99937252;146043323;1624394968;0,5;1;0;0;0
223610;-99937252;25251653;1624393276;0,5;18;0;0;0
-99937252;-99937252;-99937252;1624390682;1;665;18;66;32760
119730671;119730671;119730671;1624368921;1;5;1;1;301
100208411;100208411;100208411;1622736550;1;51;0;0;898
2350;120653299;215624922;1623445073;0,5;1;0;0;0
101595094;101595094;101595094;1624223047;1;20;0;0;151
102883690;102883690;102883690;1623077327;1;36;0;0;632
10299499;10299499;10299499;1623446029;1;14;0;0;195
103125355;103125355;103125355;1623585072;1;56;0;0;787
1042116;1042116;1042116;1623220680;1;15;0;0;237
1042116;1042116;1042116;1624258808;1;21;0;0;489
2298;11282742;-52293937;1624899687;0,5;0;0;0;0
106062122;106062122;106062122;1623761568;1;99;2;2;930
106136601;106136601;106136601;1623098397;1;32;0;0;287
10668684;10668684;10668684;1623439671;1;12;0;0;104
10780593;10780593;10780593;1623938203;1;10;0;1;265
108654845;108654845;108654845;1623019318;1;20;0;0;140
11076602;11076602;11076602;1622994198;1;39;15;1;934
11102651;11102651;11102651;1624568872;1;1;0;1;163
112670388;112670388;112670388;1622779518;1;13;0;0;92
11282742;11282742;11282742;1624895634;1;28;3;1;350
10445208;10445208;10445208;1623628042;1;9;0;0;124
