Source;Post;ID ath;Data;type;like;comm;reposts;views
64689252;64689252;64689252;1623866857;1;8;0;0;299
641106189;641106189;641106189;1624434354;1;0;0;0;115
641846351;641846351;641846351;1624539664;1;3;0;0;125
642442243;642442243;642442243;1624703766;1;17;2;3;168
64291885;64291885;64291885;1624573761;1;6;0;1;117
64311459;64311459;64311459;1624556940;1;9;0;0;121
64341451;64341451;64341451;1622752263;1;0;0;0;22
645426146;645426146;645426146;1623914602;1;9;0;0;341
90145413;90145413;90145413;1622485068;1;20;0;0;413
63856875;63856875;63856875;1623610432;1;6;0;1;175
64732681;64732681;64732681;1623175045;1;3;0;0;75
64732681;64732681;64732681;1623092723;1;5;0;1;106
64732681;64732681;64732681;1623382663;1;4;0;1;161
647583945;647583945;647583945;1623779986;1;7;0;0;40
651147431;651147431;651147431;1624311637;1;6;0;0;249
6514396;6514396;6514396;1623700514;1;22;0;2;368
67118067;67118067;67118067;1624826366;1;24;0;0;244
8235845;8235845;8235845;1622496642;1;2;0;0;22
68053998;68053998;68053998;1624386207;1;21;0;0;765
657614035;657614035;657614035;1623263100;1;0;0;0;1
658170065;658170065;658170065;1623093009;1;2;0;0;16
65862078;65862078;65862078;1623246132;1;9;0;0;200
661067137;661067137;661067137;1624652309;1;0;0;0;63
661187584;661187584;661187584;1624725731;1;1;0;0;19
661191371;661191371;661191371;1624727296;1;1;0;0;20
6656550;6656550;6656550;1624655945;1;0;0;0;12
6698497;6698497;6698497;1622921325;1;1;0;0;30
821058;821058;821058;1622633781;1;15;0;0;377
67482841;67482841;67482841;1622409541;1;14;0;0;232
68353271;68353271;68353271;1623012625;1;11;3;0;333
69823265;69823265;69823265;1624038526;1;3;0;0;99
70267103;70267103;70267103;1624632168;1;0;0;0;17
7053554;7053554;7053554;1623345885;1;24;1;0;407
708465;708465;708465;1624440883;1;53;2;0;1089
71044894;71044894;71044894;1624662896;1;19;0;0;136
73468251;73468251;73468251;1622900444;1;12;0;0;459
74367001;74367001;74367001;1622780546;1;0;0;0;39
71808553;71808553;71808553;1624059867;1;6;0;0;63
71808553;71808553;71808553;1624568835;1;9;0;0;55
72212728;72212728;72212728;1624558331;1;7;0;0;84
72839157;72839157;72839157;1622881151;1;1;0;1;364
7318564;7318564;7318564;1622797551;1;7;0;0;125
2034;732536;616974265;1623180207;0,5;0;0;0;0
732536;732536;732536;1623142970;1;31;1;3;633
73264292;73264292;73264292;1623473760;1;6;0;0;74
76333583;76333583;76333583;1622582141;1;38;0;0;264
7654186;7654186;7654186;1622733731;1;6;0;0;73
77027625;77027625;77027625;1623227938;1;3;0;0;134
77514349;77514349;77514349;1624756702;1;20;0;0;273
776009;776009;776009;1623949158;1;2;2;0;105
791213;791213;791213;1623442844;1;2;0;0;33
8047440;8047440;8047440;1623017241;1;0;0;0;20
81664867;81664867;81664867;1622875186;1;3;0;0;20
9951461;9951461;9951461;1624811543;1;53;0;0;390
82401497;82401497;82401497;1623151038;1;21;0;0;465
828628;828628;828628;1623343391;1;18;0;0;367
83019540;83019540;83019540;1623439139;1;23;0;0;288
836429;836429;836429;1623399756;1;29;0;0;353
8415230;8415230;8415230;1623788161;1;9;0;0;151
847484;847484;847484;1623577601;1;32;2;2;1744
8482101;8482101;8482101;1623831547;1;4;0;0;49
993474;993474;993474;1623919687;1;7;0;0;224
657596679;657596679;657596679;1623067149;1;0;0;0;11
86258547;86258547;86258547;1623222171;1;14;1;0;444
8679847;8679847;8679847;1623650933;1;20;6;1;183
87677234;87677234;87677234;1623485828;1;15;0;0;300
8768887;8768887;8768887;1624659494;1;17;0;1;311
87762948;87762948;87762948;1623565598;1;6;0;0;61
89031761;89031761;89031761;1624628428;1;0;0;0;12
89878935;89878935;89878935;1623695858;1;16;1;0;196
94966735;94966735;94966735;1622431981;1;1;0;0;38
95388567;95388567;95388567;1624614105;1;1;0;0;11
90849977;90849977;90849977;1623657200;1;58;0;0;458
91071697;91071697;91071697;1623388648;1;44;0;0;770
9116216;9116216;9116216;1622461585;1;2;0;0;140
9116216;9116216;9116216;1622461402;1;2;0;0;108
92159600;92159600;92159600;1623001068;1;8;0;0;72
93265057;93265057;93265057;1623482608;1;0;0;1;13
9326524;9326524;9326524;1623475519;1;13;0;0;118
93321028;93321028;93321028;1624111181;1;8;0;0;164
934020;934020;934020;1623326474;1;104;9;1;2055
-78239825;-78239825;-78239825;1624212300;1;96;0;54;13220
9073324;9073324;9073324;1623178193;1;23;0;0;345
96710225;96710225;96710225;1624805036;1;60;0;0;658
981453;981453;981453;1624655917;1;6;1;0;93
9819605;9819605;9819605;1623249831;1;7;0;4;283
9819605;9819605;9819605;1623249506;1;12;0;5;354
9836433;9836433;9836433;1623788452;1;38;0;0;378
98830902;98830902;98830902;1622643294;1;32;0;0;502
99301056;99301056;99301056;1623060184;1;0;0;0;14
